Pathways	IS013	IS014	IS015	IS016	IS017	IS018	IS019	IS020	IS021	IS023	IS024	IS025	IS026	IS028	IS029	IS030	IS033	IS035	IS036	IS039	IS043	IS044	IS045	IS047	IS180	IS181	IS182	IS183	IS185	IS186	IS187	IS188	IS189	IS190	IS191	IS192	IS193	IS195	IS196	IS197	IS199	IS200	IS201	IS203	IS204	IS205	IS206	IS207	IS208	IS209	IS210
P621-PWY	9.477	14.3339	0.2497	8.7839	0.0736	0.0	19.5081	9.4833	4.6492	5.479	1.695	6.6405	12.0093	7.541	6.1049	0.2584	1.8802	1.0457	1.3197	17.1445	0.0	0.0	0.0	37.871	68.8989	0.0	0.0	0.1675	0.0	10.4744	0.0	10.9139	9.2269	0.0	0.0	7.5565	0.0	12.1517	0.0	5.8404	0.0	0.6217	0.2162	7.1488	9.3537	7.7085	0.0	7.3386	0.0	25.077	0.0
PANTO-PWY	7031.0621	1825.1893	7229.8776	22650.752	13732.2561	3587.3998	2076.5973	298.18	20693.4014	11152.9374	20290.1737	3564.1387	4034.388	7115.243	3164.898	5899.7417	1719.7318	7632.0996	6087.0676	5647.34	6089.8283	1653.8686	2063.7987	1999.4416	1115.8953	13628.5468	7943.6533	5209.0417	2143.8418	2080.2866	1518.7561	2056.5164	3086.3846	17220.7818	1394.597	2369.4962	5685.0141	4738.8102	3613.6281	1508.6115	532.4226	996.9312	8688.3292	2863.9599	278.9818	579.1663	759.8026	193.4525	281.9607	5344.4777	7161.2762
PANTOSYN-PWY	8442.8774	2045.0033	9629.0829	30205.6235	17566.9814	4649.8615	2617.1459	340.3081	25255.9801	12944.1917	26816.1719	4723.8628	5235.8929	10058.7976	3844.1146	7141.3138	2304.4175	9404.1641	8032.1987	7145.4075	7926.5045	2101.6735	2847.721	2163.3826	1126.6065	15498.1389	10540.4564	6981.2516	2664.148	2481.8291	1561.7276	2574.3072	3834.3248	21220.9901	1727.8145	2666.3644	7464.1123	6216.7292	4632.7899	2164.3618	720.7242	1480.4525	10820.8182	3178.8963	308.2946	685.6672	856.2243	220.8482	337.8532	6237.9419	8268.0402
PENTOSE-P-PWY	8868.2537	15971.8584	19969.8265	37118.6214	14635.2179	7142.3707	5914.2381	509.5447	34363.9591	13642.588	31955.6795	8171.2325	8907.3518	19732.8268	5558.4814	19720.1033	5387.621	15661.3687	15973.707	8139.6192	10749.4387	6499.6826	8879.5506	3290.344	1025.5915	23526.1274	14548.4115	21791.9015	6635.4532	8588.2786	1525.0608	5272.7134	8415.5856	16941.4005	3996.4128	5816.5952	8420.5344	7811.8868	10149.9453	8965.9342	8031.1552	6805.2436	19378.458	2941.0799	436.6429	1004.2735	818.1834	306.931	395.1188	5933.8692	5263.4714
PEPTIDOGLYCANSYN-PWY	17616.3841	20785.8347	25292.8478	50554.2831	30232.9388	11891.8572	8174.1244	632.3183	45364.5096	20499.4103	47138.6268	10165.3416	10846.2096	25866.2566	9611.0796	26000.3683	17037.344	22154.8134	27566.0065	12896.873	16163.7184	15712.0434	19252.6024	4399.759	1430.5193	31276.9	27689.6057	26042.7211	13497.2637	15941.8748	1944.299	10474.3177	14470.3577	36625.8	11962.4321	7770.7328	13277.8829	14451.4069	20301.3556	15321.8362	25566.2006	19693.3808	26771.1285	4323.3038	514.4776	1281.5084	1388.5911	406.7965	589.7179	9406.9838	11664.6475
PHOSLIPSYN-PWY	16868.9581	21473.6438	27971.3354	54597.2641	30666.9448	11811.977	8361.0028	665.197	48727.8115	19453.5156	47632.3499	11483.3533	12576.7539	28498.2707	9842.4491	27962.5299	16424.4132	21313.3003	27854.6258	12452.2983	15885.3887	15586.0349	19076.4239	4597.1687	1548.7872	31054.3822	26456.0193	28745.7811	13289.2921	16326.1601	2233.863	10512.8199	14622.0858	33317.8365	11614.5824	7982.7008	11961.8891	14268.8173	19574.8717	15611.002	25046.1981	19390.6113	26280.8362	4324.4225	514.5687	1335.6277	1291.5854	407.5491	629.3736	8193.2128	10790.7439
POLYAMINSYN3-PWY	2627.3793	1394.7427	2774.1736	10693.324	4871.5915	665.4962	1148.2394	109.5028	7257.4649	2427.7336	13083.2728	2067.9501	1954.6717	6025.6309	1491.7094	4026.5915	2631.1371	4349.0289	5596.0259	2721.3318	2230.3271	1138.2766	950.112	620.9833	374.9837	3837.0799	2659.3065	2362.5047	952.7941	2253.2098	505.4918	950.7032	1769.5716	5803.1044	570.8377	1059.6202	4249.1688	3206.002	3361.3967	356.9782	482.7408	76.7666	2261.98	926.7797	193.7501	107.8503	333.3192	60.0874	89.779	1223.7066	2361.5667
POLYAMSYN-PWY	2966.2157	1790.5118	3366.7775	12502.1545	8679.861	1595.5112	1399.1861	153.3127	12720.5873	4260.878	15018.5094	2544.2809	2002.4828	6759.2873	1763.5376	4717.791	3162.9913	5457.3949	6378.2064	3351.6085	3364.6545	1503.9288	1273.3154	758.2568	410.7447	4952.603	3986.8954	3006.5656	1399.9388	2759.8251	590.3815	1112.5128	2200.4606	4471.838	800.8939	1352.2919	4575.2424	3675.3221	4275.5835	729.9645	689.1101	136.4879	3231.7629	1548.9897	199.9016	255.2921	344.2236	116.0437	156.4926	1305.9718	2310.2506
POLYISOPRENSYN-PWY	14074.8742	18198.9274	19782.9471	40097.3281	21546.5075	9748.017	6843.2302	472.578	36145.1228	15618.656	35946.885	7394.7058	7690.2267	18837.0354	7189.1641	21249.533	14481.4298	17316.5038	21758.1339	9375.3039	12440.6153	13176.1376	16267.9131	3256.6727	945.3317	24235.6094	22159.4843	21226.4835	11393.5849	13105.7915	1618.2856	9250.4948	12100.0483	23379.0946	10129.2091	6500.7919	9318.233	11055.9716	17034.224	13277.4529	21503.8407	16892.2968	20672.8866	3449.8416	394.6543	1047.4392	986.5602	307.6317	410.7801	7548.4014	8817.101
PPGPPMET-PWY	1181.3276	1761.7276	8737.8162	21117.3431	10351.2692	677.3848	1113.1179	73.521	11166.0162	476.5072	13631.4673	4782.68	5335.5422	13093.906	3425.4234	7397.1924	42.8953	831.0164	6511.1404	1624.251	1809.2614	1421.1977	1796.0319	882.0794	436.6964	154.4896	978.8819	9620.5198	849.8159	3104.9797	238.8916	299.6691	2064.9382	2560.6047	81.2264	530.9144	2338.2504	3091.1344	549.8665	930.1676	2750.3001	131.101	84.2312	435.6179	116.6105	102.6134	165.3954	50.9352	153.9054	2409.0056	1810.7009
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	99.9027	91.7692	87.5913	719.871	512.1467	104.1831	197.4503	106.3132	1636.9887	194.0883	325.3635	162.7	244.6376	415.5149	172.8746	97.5573	86.9306	281.7401	129.4852	363.9586	192.4107	131.7381	63.9485	205.6103	490.4864	89.4728	191.6875	130.7792	98.3578	91.5431	721.5309	396.122	219.4099	1101.9219	215.9819	152.9689	912.0747	169.0618	668.2582	130.3193	99.9917	42.982	26.9177	430.0314	118.2631	104.087	56.5346	48.0161	49.9511	202.7485	259.0176
PRPP-PWY	7748.1104	6515.3007	16212.7503	41763.1214	21191.0516	8273.3886	4589.6197	452.6864	36135.8303	14443.5288	32121.7374	7984.4419	7477.2851	16630.754	5728.1718	13149.1825	3764.8275	15597.7795	12475.2916	8818.6756	11837.3845	6028.5953	7982.8867	3317.6203	1188.2613	20650.7407	12970.3696	17991.8123	3337.1395	6277.7073	1712.6672	3984.5569	9354.3095	4752.5194	3467.6917	4793.1682	9031.0454	6775.116	8786.0312	4882.4153	9003.5111	4052.8266	17686.1029	3090.0686	436.813	1067.4526	896.0248	307.3909	437.7058	5368.1312	6741.669
PWY-1269	4043.6589	1438.5939	6114.7079	31200.4585	21721.7104	1649.7966	1515.6528	196.7548	23493.567	8998.4971	25444.2678	4934.6723	4928.9622	13228.4479	3677.328	6471.3865	892.1546	5627.5937	7013.6947	5219.8166	5541.1126	1097.7361	1719.5762	977.4617	626.6204	7825.7973	5512.997	7118.7532	1356.7215	2368.9285	461.1025	1070.9969	2759.1415	16365.0801	364.9949	1289.7438	6425.2447	4739.9105	1921.4972	776.7407	1758.4611	116.3312	4259.7309	2407.6637	170.9836	194.3259	563.4738	134.7287	238.3713	5337.767	6412.051
PWY-1361	0.0	0.0	3.2305	1.4352	0.0	0.0	0.0	0.0	27.3463	0.0	0.0	0.0	23.7461	7.836	5.2169	5.2012	0.0	32.7531	20.1675	26.1249	0.0	0.0	0.0	5.6054	41.4522	4.7628	0.0	3.8698	0.0	0.0	0.0011	7.8461	0.0	11.6187	12.1683	17.1082	0.0	0.0	0.0	7.4459	0.0	1.7373	0.0	6.5344	0.0	0.0	0.0062	0.0467	0.0	0.0	2.509
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3407	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	4.137	0.006	28.6187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6151	0.0	0.0	0.0077	0.0	0.0	0.0	0.0	19.915	0.0	0.0	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0113	0.943	0.0	0.0	0.0
PWY-1501	0.0514	0.0175	6.0399	28.0148	3.1626	0.0	0.0252	0.0058	32.5795	0.0495	15.3341	0.0078	24.1894	27.6792	7.4088	10.9194	0.5813	4.7334	12.0813	1.3267	0.0	0.3164	0.0	15.6791	47.2966	4.302	1.2003	3.5376	1.3526	0.0136	7.3298	21.3416	0.0097	0.0	1.8634	4.1581	0.0	1.6743	2.72	3.1861	0.6153	0.1013	0.0	0.5036	0.0097	0.0078	0.0012	0.0357	0.0003	1.2687	6.3345
PWY-1541	5.6649	0.0	3.2883	0.0	1.299	0.0	0.0	1.175	3.341	0.0	0.0	0.0	0.0638	0.0289	5.7004	1.9242	0.1117	31.607	0.0506	25.2405	0.0	2.7103	0.0	15.2838	10.2335	1.9805	0.0253	10.8987	0.0	0.1896	61.9336	24.5008	0.0	0.0	15.1578	0.0	0.0	0.2068	0.0191	0.0232	0.0	0.0	0.0003	96.1864	0.0	0.0	19.6441	7.7512	0.0007	21.9046	0.0
PWY-1622	0.0002	0.0	7.1245	0.4075	0.0033	6.8189	0.0	1.674	85.7149	24.8937	5.5086	1.8973	5.1784	8.0106	2.5498	3.071	3.7601	6.1101	1.4473	107.3238	13.4102	98.3268	0.0	24.7927	78.6395	0.0	8.6072	1.1718	0.0953	0.1911	1.0229	30.0774	0.065	0.0	54.7266	5.5996	0.0	27.8944	0.0001	0.9438	11.0493	1.1966	5.7892	207.3686	2.6333	44.8695	12.7821	7.5403	18.5416	12.3818	2.5223
PWY-181	843.1427	114.516	121.3025	545.6511	109.7626	107.7975	279.3866	184.387	743.4184	193.5833	98.7676	148.6253	255.4319	417.5396	317.4214	62.2288	40.0626	262.3325	165.4432	711.7474	204.0976	264.0007	149.0233	424.4898	700.48	33.367	50.6399	176.3923	177.924	122.9121	323.708	404.3965	188.1317	47.016	327.9999	196.7047	0.0	1161.1581	103.8408	244.7075	69.4218	103.9192	50.4939	546.6512	151.1262	258.9907	151.2518	112.9933	135.0502	566.7429	337.8949
PWY-1861	692.4696	70.0083	170.0318	795.7349	4098.5829	266.3093	327.2621	89.9641	3370.3233	1660.5453	1052.284	354.6309	567.4087	244.9638	468.5244	100.7425	106.9055	1400.0539	247.2991	495.8843	611.0675	239.5908	120.4904	127.2504	318.5421	259.571	115.4816	353.7362	36.3274	123.2013	1350.3748	383.7195	413.5329	4518.8044	568.9017	325.2559	147.7995	441.1149	190.1732	168.2146	138.7146	61.3879	1334.057	1485.5201	17.0624	253.3611	26.2765	48.9601	82.4224	495.6766	295.26
PWY-1882	0.0	0.0	0.3492	0.0	0.0	0.0	0.0	0.284	0.2917	5.1738	0.0	0.0	7.2193	1.106	0.4855	0.0	0.2846	0.1848	0.0644	0.0201	0.0	0.6482	0.0	0.4481	44.1041	0.0	0.0889	0.0	0.0	0.2088	1.3592	0.0	0.0	0.0	0.0	0.2749	0.0	0.1412	0.0	0.0961	0.9698	0.1687	0.0	34.3233	0.0	12.3787	0.014	4.3534	0.0	4.5787	0.1392
PWY-2201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3582	0.0	0.0	0.0	0.0	0.0031	0.0	0.0	0.0	0.0	0.0054	0.0	0.0	0.0	0.0	0.0	9.7611	0.0	0.0	0.0061	0.0	0.0	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0082	0.0	0.0	0.0032	0.0	0.0	0.0	0.0217	0.0	0.0065	0.0	0.0
PWY-2221	1.5097	0.0	2.3589	0.0	0.0	0.0	0.0	4.8593	11.3641	3.2024	0.0	3.7419	1.0483	3.8633	3.3022	1.5053	2.165	2.4728	0.171	6.0706	13.1477	8.0212	0.0	0.0	7.475	0.3777	2.4429	0.0021	2.4264	6.06	10.8791	8.2401	0.0	15.3246	46.6095	3.1806	0.0	0.9363	0.9429	3.1145	2.7921	1.5097	0.0011	8.445	1.8799	29.324	1.7695	6.4658	2.3523	4.6266	3.2037
PWY-2941	8333.3487	5598.2413	16006.5959	24124.8509	11886.2654	6713.5093	4004.3099	470.6238	27276.1089	12544.8541	30883.0626	6128.8133	6155.9975	18013.2351	4762.9713	14181.3285	4377.8692	15131.7061	15173.9237	8715.0181	11025.493	5617.6055	5917.1414	2988.1849	652.1088	21867.6979	14803.6536	14205.0641	3643.1062	7479.4957	1629.5612	6560.6822	7520.0138	14020.9041	2844.6027	4482.4037	9582.3549	8078.5003	7853.7411	4204.2328	6254.651	2251.9799	17316.7752	2671.374	399.5411	883.5134	943.4262	322.1324	414.9359	4435.139	6174.3972
PWY-2942	14306.9607	15959.9869	21542.1932	48291.9812	28497.8832	10370.5497	6867.586	608.4654	40320.4271	18803.1634	43784.8092	9743.9284	9980.9406	23352.7696	7928.9401	21368.2521	11150.8152	19354.9841	24377.8959	11678.4254	14417.2636	13924.4312	16780.6647	3981.1219	1554.6778	27546.9909	24737.8087	20862.8269	11383.4918	14050.8271	2248.1759	7400.2117	12610.8029	28938.175	10546.4055	6586.4648	12374.2402	11720.7085	17829.0165	13025.8148	22588.4287	17042.8805	22506.6279	4509.3869	507.0024	1180.3965	1253.8114	419.8705	557.032	6907.718	10278.5086
PWY-3001	12826.0536	17977.0502	22954.2443	48983.7307	29519.4544	10740.8796	7186.6108	608.8039	39712.5024	18494.7269	41992.2074	9810.1355	10053.6178	24261.4713	8255.9188	23166.8359	11850.91	19986.4148	24887.512	11416.0622	14639.2985	14566.0572	17607.8376	3972.1292	1433.7243	27508.5793	24576.3561	22512.202	12050.7779	14940.8804	1808.4053	5196.8464	13471.0539	22565.511	11112.6598	6720.2589	12030.8023	11201.5371	18953.1686	14009.7004	23903.7072	18263.2617	24214.9819	4082.2055	509.9306	1227.8966	1101.034	408.4495	483.6086	5463.1959	8918.277
PWY-3081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5485	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	2.7832	0.0083	6.7097	0.0	0.0	0.0	0.0	1.7388	0.0	0.0	0.0	0.0	0.0	0.0059	0.0	0.0	0.0	0.0	0.0	0.0	0.1685	0.0	0.0126	4.9791	0.0	0.0	0.0	0.0	1.8962	0.1764	0.0464	0.0	0.0	0.0
PWY-3661	0.5681	1.2327	2.4314	0.0701	0.554	0.0	0.0	14.3639	33.4722	8.0186	0.0136	0.221	0.0083	0.8383	23.9978	4.0954	1.0453	0.4126	0.9149	128.8951	0.502	0.4127	10.6982	40.2378	0.7677	0.0	6.7341	0.0523	3.4358	0.0	4.1672	3.9596	0.0	1206.7596	20.5161	0.3046	0.0	1.463	1.9144	3.9447	7.455	0.2745	0.32	261.9375	0.0	0.0	56.9743	37.4064	0.6418	101.4059	4.3316
PWY-3781	2457.3602	817.7919	2575.8565	20223.1772	7687.1758	5740.0586	1637.7226	631.2108	31349.907	9091.5944	6767.532	5679.81	1460.526	5127.2823	2294.7608	1834.5634	551.3681	4695.9366	3860.4245	3662.2243	7450.6128	1027.5224	1091.7286	3146.0133	2290.0298	13567.221	2024.4876	3591.2405	1148.457	1056.7439	3060.4315	1100.8887	4481.2569	460.7748	1466.4121	2077.034	3098.4621	3209.7153	1446.4404	960.446	432.2777	361.0425	13898.969	4402.584	518.7146	1207.2354	614.3055	332.857	555.711	2202.8623	3426.8498
PWY-3801	21.0467	0.0	0.0097	4.8305	0.0394	0.2923	9.1739	39.2981	120.7376	44.6813	1.2872	52.3972	1.4292	15.9581	0.2506	21.0549	9.7546	70.0898	2.5106	276.1452	0.0	110.9957	0.0	0.1392	72.8078	5.2698	7.8803	151.1587	7.875	0.0	26.1851	114.6137	0.0	214.2242	77.7515	208.0339	0.0	5.8179	13.1429	42.0363	0.0145	20.8179	0.0002	33.977	25.1875	0.0004	21.7775	94.4933	5.1097	44.4579	31.5249
PWY-3941	0.2269	0.0	1.4048	0.0	0.0508	0.126	0.0586	2.8624	35.8536	0.0	4.4932	0.0	9.0308	8.2962	2.5301	0.1757	3.9726	4.647	6.0665	29.2507	6.8424	0.0	0.0	0.1146	3.8998	0.0	1.6443	2.9604	5.7013	3.6449	27.0414	11.65	0.001	2.9721	18.172	1.4272	0.0	15.2209	0.0	9.693	5.1045	0.0	0.0	0.0985	0.842	2.1009	0.241	0.0006	0.0	25.1215	6.2025
PWY-4361	0.0	0.2448	0.0	0.0	0.0	0.0	0.0	0.0	24.7773	0.0	0.0	0.0	6.5624	0.404	0.0	0.0	0.0074	2.5459	0.8334	16.2583	0.0601	0.0	0.0	0.0	0.0	0.0	0.0	4.0353	0.0	0.0	0.695	0.0	24.8684	6.4166	3.6319	9.2505	0.0	1.6478	0.0403	0.184	1.1467	0.367	0.0	289.4844	0.0	0.2862	0.4873	0.5628	0.0	6.5895	0.861
PWY-4722	40.1296	0.5566	7.7849	3.4012	6.9858	7.9569	3.1521	0.0	179.492	2.0175	103.8519	8.6529	9.2541	6.8662	16.08	11.4381	0.0	8.7019	11.7969	16.3711	9.4817	30.8873	7.034	14.5972	15.3993	1.3651	4.1446	18.989	13.527	0.0	10.8861	5.7379	32.6608	137.7399	4.4621	8.109	1.2326	23.9652	0.5546	14.0927	0.0	3.9878	0.0802	118.9247	3.5137	0.0	0.0004	1.1928	9.9946	60.7325	0.93
PWY-4984	783.9034	137.8006	384.2206	11009.8715	1288.5516	958.8335	399.5392	231.5998	3664.7425	2595.5244	5431.9281	501.5008	453.7894	1333.0176	360.1961	124.4276	720.9616	3191.6701	388.0477	2220.5701	778.6663	1024.2224	394.5381	365.7418	642.1074	436.285	893.5386	497.0392	443.7238	74.8733	1185.156	411.6909	484.1314	2750.1943	828.3416	413.0103	312.2188	2031.6374	187.5926	261.6233	223.5961	131.4116	533.7613	1444.983	108.1983	235.9104	103.9752	135.2444	129.0731	640.7309	669.5108
PWY-5005	1056.778	628.9788	1123.4124	14343.1375	5651.9613	687.4946	517.4356	32.0948	4625.5927	1226.0861	10155.9993	2231.7811	2103.7572	5885.2284	720.8285	1770.3919	158.8894	1734.9747	2905.4894	2373.9335	2351.6877	618.2631	475.3311	329.0852	257.6758	827.0276	1136.4082	544.1024	706.6226	1086.5344	898.4286	571.9713	667.8971	2075.274	435.5854	584.2917	2426.1378	1761.9843	1148.4628	163.8629	217.9302	44.8811	283.5705	613.9802	95.9501	40.2524	151.6212	37.4191	50.4934	489.4627	3027.7083
PWY-5022	1615.825	258.4892	815.8669	3848.5245	4975.1293	1837.9281	465.2049	93.2917	4729.1834	4357.7137	1912.4724	1416.235	592.282	1343.9519	978.9021	365.7866	421.6072	3440.7363	1415.6876	1329.2263	1426.6957	391.7964	284.6658	998.4751	319.1725	5229.2358	810.304	1005.8201	501.8951	355.9548	1000.4881	1119.778	1286.6146	2556.5743	478.6717	657.2298	1254.1279	1572.1439	663.6878	285.9097	124.1603	143.5961	8046.5125	1344.0419	96.6379	288.0173	145.6712	63.5734	81.0682	1529.9422	2848.4241
PWY-5028	165.4291	31.505	38.5233	498.9508	3.6924	77.0774	39.9965	137.659	1229.0296	0.5895	86.6349	46.764	70.0426	378.7568	248.6838	47.8026	14.7616	183.7635	144.3099	144.6616	103.22	67.1408	134.3158	211.4661	533.4992	20.6453	56.4529	137.2665	141.4679	22.5461	536.3117	184.9994	96.1047	134.2192	263.9726	91.028	599.1745	13.6113	320.7559	207.1192	62.9813	87.7181	36.9101	234.9324	116.3693	177.9155	42.6928	89.7501	114.2234	170.072	158.4901
PWY-5080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5088	742.211	38.2608	182.4149	595.5517	3093.6208	419.9392	270.2627	19.3817	6282.0199	240.218	537.6555	306.759	246.6539	375.6674	973.7635	21.9453	6.0945	156.2055	406.9633	319.9945	1100.414	24.2087	156.9485	216.9557	18.8189	104.1057	242.8131	606.8174	188.3645	5.1003	34.9713	2.8751	193.7226	63.1257	5.5672	204.3449	309.2271	455.0877	50.056	114.8287	88.7749	1.8284	0.5857	171.2972	0.0	9.5096	53.3849	17.19	49.3762	98.9331	150.2205
PWY-5097	7976.2374	5057.4937	15952.6211	45354.0796	25645.9808	6362.7033	3752.1797	493.1749	34079.6386	17606.2882	36815.8593	8782.7596	8790.3574	19123.5896	4608.9027	13592.8225	3956.4956	15072.1091	14278.3896	9118.5421	11163.7346	5085.6847	5335.0144	3037.7185	1475.3624	23047.9648	13872.1175	13761.1489	3278.9587	6894.4771	1894.3938	6648.1351	7034.8934	17082.3253	2543.7798	4318.4419	10136.6888	7805.1758	7146.8219	3779.9918	5592.8536	1989.8896	17245.2954	3909.0044	418.0236	888.4856	1025.8086	329.6675	446.3553	5852.468	7934.7487
PWY-5100	16470.0826	18164.7394	21444.0596	40518.534	26013.7246	10298.0457	7019.4081	521.43	31864.478	21725.8249	36750.8029	8137.5658	8701.42	18460.8196	7170.2528	21466.4629	16866.791	21645.3151	22173.0581	10520.3444	14146.1659	13269.9854	16209.5336	3700.6242	1170.6022	29251.5742	23529.8588	21001.7671	11819.8735	13400.1082	2062.8481	12745.7899	11958.465	39242.1859	10117.0959	6917.3341	10758.1614	13458.0488	17610.5729	13244.1491	21082.9808	16575.6428	24989.8023	3269.7754	411.4142	1107.4991	1117.0492	295.8241	443.7514	7308.1892	10162.1592
PWY-5101	14513.2007	19082.8624	25046.54	57142.8876	30836.507	11980.4318	7880.7355	789.8261	42268.1782	20600.3557	47493.3308	11239.7276	11317.3127	27548.9726	8873.2428	24969.5519	13834.9843	23417.1919	28431.299	13080.5143	16552.9617	16725.5291	20063.7133	4598.5455	1950.077	31193.7173	27765.5624	23740.4541	13813.3011	17175.616	1974.4115	5392.2128	15173.1404	21015.012	12984.9327	7328.352	13548.28	12313.8948	22002.9081	15672.1174	27573.9092	21008.6292	27719.5869	4329.0629	626.9872	1475.0779	1216.433	521.7668	619.3499	5400.2349	10120.2226
PWY-5103	11899.7413	16781.4902	22092.6905	50113.0888	26927.7047	10606.9852	6904.9176	627.2186	36835.4849	17779.4475	41750.3377	9860.4261	9851.6254	24091.3414	7741.706	22018.5181	12256.2237	20064.4188	25111.9957	11373.2891	14545.7746	14839.2604	17786.6658	3919.2022	1511.2258	27354.9472	24632.8314	20914.0042	12000.3839	15175.3471	1633.3334	4227.6842	13375.9918	18039.1902	11449.0231	6380.733	12007.564	10556.2274	19407.3158	13832.0329	24555.5542	18639.5403	24245.7082	3625.0878	516.4411	1215.4494	1029.6812	430.3931	478.7924	4503.3318	8505.0734
PWY-5104	10745.5817	1888.7797	4868.763	34968.0999	27951.7683	4196.0242	3444.405	498.868	31719.4384	14414.0057	31056.6711	5950.3542	5746.4445	13246.5187	7418.0544	9719.8513	2417.1566	11537.9219	10262.3433	9905.4934	12043.7399	1890.1508	2845.5076	2244.1034	1432.6325	18273.9785	11797.9212	5924.5633	5739.1984	2644.9695	1130.0749	2609.1427	6364.0616	22251.3871	1978.0682	3674.258	9869.1909	9693.426	4692.2622	2385.4401	1846.9817	292.4287	9221.575	3470.8143	317.3649	703.7645	1043.8448	344.4731	450.7499	5259.3268	9317.1684
PWY-5121	9263.2	3188.6516	12885.242	35984.1721	24014.7629	4775.8428	3022.8522	374.4548	27229.9749	13192.1381	29873.9759	7421.8621	7765.812	15821.9254	5683.4971	11184.2957	2506.7757	10852.4734	11415.647	8314.6522	9536.9392	2953.5846	3638.8108	2615.1013	1212.0988	17026.0682	11804.2959	11519.6516	3098.5998	4760.1819	1109.8612	2858.0696	4810.7047	27421.8579	1536.6731	3098.2053	8839.2277	8264.124	4529.7639	2257.3083	3263.2261	1125.5091	12664.2967	3136.4083	306.7763	697.8407	908.864	242.5896	397.2139	6879.162	9318.9865
PWY-5154	2141.7546	707.6022	4583.1802	4289.3132	5462.421	2551.2147	833.5045	263.6931	6672.9268	2113.967	2091.1653	2429.533	2491.8884	2510.5904	1144.7707	2773.225	617.3296	5161.7007	1858.3177	1861.4888	1566.4944	911.4539	963.1277	1221.7662	898.7568	6659.0696	3535.8702	3682.4013	823.7584	958.9013	1000.5134	967.1993	2148.4424	3084.511	518.7101	1234.7479	2317.884	1837.8555	1786.9355	877.8499	282.0653	557.5516	5250.6344	1396.8401	208.3544	474.5718	281.0064	193.5597	175.2238	1571.7345	2198.6999
PWY-5177	229.9068	162.7835	291.2623	1646.5276	653.2806	281.7042	211.0288	90.4517	4667.9143	322.2903	1201.1496	240.9691	614.6165	894.8802	550.7292	367.4033	126.2008	641.176	347.1932	662.9014	385.6787	357.2649	247.8927	431.8623	0.0	67.0165	243.1006	1051.6508	221.6893	145.9127	140.6096	653.6892	532.4199	1802.7938	647.5745	378.9513	1083.5214	246.0631	924.9053	219.9902	189.6447	6.1235	96.4895	1234.8534	193.5274	82.4284	121.3098	79.4139	63.7459	577.5674	495.8391
PWY-5178	12.7049	9.302	6.0591	149.54	0.5773	11.9504	25.6681	7.1083	98.9939	12.1609	29.5415	23.6891	30.6762	55.5438	27.839	9.4275	17.5903	20.7488	15.8561	14.4426	30.5324	10.3518	4.7889	28.8724	89.744	2.4375	14.9198	34.3353	23.3452	5.4649	209.293	63.1921	22.0201	3.0755	58.8713	13.1059	0.0114	25.365	15.407	44.2116	12.2706	2.7167	1.9329	108.9747	8.2989	11.9772	2.9569	4.5779	5.1562	7.869	68.7155
PWY-5179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7755	0.0	0.0	0.0	0.0	0.0768	0.0	0.0	0.0	0.0	2.4021	0.5543	0.0	0.0	0.0	0.4134	0.0	0.0	0.0	0.0	2.5108	0.0	0.1287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0985	0.0	0.0	4.1619	0.0	0.0	0.0	0.0	0.0	18.5171	2.7347
PWY-5180	483.5486	150.4036	263.9395	1937.0936	2257.936	115.6148	137.6859	101.3033	975.0193	311.384	845.0223	292.0438	504.1506	641.1665	174.8522	766.6007	234.7444	246.7633	604.7562	302.4094	525.164	129.3692	142.148	144.3791	420.2389	3605.9163	241.4195	415.3845	93.5219	135.8277	493.8201	106.0389	161.5347	1325.4141	134.8408	518.1601	157.8327	612.5167	116.9293	232.0531	83.7053	66.3769	179.2542	558.6342	40.8894	152.1262	120.1434	79.904	74.6025	254.8808	340.432
