Taxa	IS013	IS014	IS015	IS016	IS017	IS018	IS019	IS020	IS021	IS023	IS024	IS025	IS026	IS028	IS029	IS030	IS033	IS035	IS036	IS039	IS043	IS044	IS045	IS047	IS180	IS181	IS182	IS183	IS185	IS186	IS187	IS188	IS189	IS190	IS191	IS192	IS193	IS195	IS196	IS197	IS199	IS200	IS201	IS203	IS204	IS205	IS206	IS207	IS208	IS209	IS210
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__iners	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	28	0	0	0	0	5	0	0	0	0	0	28	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__reuteri	266	0	5	0	8	4	0	0	0	581	0	0	0	0	15	0	0	382	0	0	7	17	0	0	10	0	15	0	0	0	0	1400	0	198	0	20	7	147	0	29	0	5	46	12	0	5	0	0	4	0	40
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__salivarius	51	0	0	0	0	8	0	0	0	855	5	0	15	0	0	0	35	732	0	9	8	0	0	0	0	0	0	7	0	0	0	91	19	136	37	0	47	26	3	0	0	0	616	0	8	0	0	0	0	0	8
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__zeae	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	5	0	0	0	531	205	0	89	0	0	0	0	13	0	31	0	33	0	0	0	0	0	0	0	18
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	2	0	0	0	0	0	0	0	0	11	0	0	0	21	0	0	7	0	3	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;__	6114	15119	9664	5902	1491	6788	5160	236	9133	1158	11947	1665	1522	8236	3923	13002	11417	8220	18221	4249	6316	14234	17079	1615	41	8279	18734	12478	10654	12074	20	1022	9745	3543	11126	3838	3024	6654	16928	13407	24969	19766	9535	125	131	514	393	190	175	1513	849
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	8107	957	6260	3566	2149	3038	148	0	4313	6567	3621	1734	2528	2429	695	1639	602	9476	958	1013	2343	81	241	658	0	8868	1365	243	3028	2060	5	3197	890	0	833	1206	3143	1701	3410	91	127	427	10393	807	179	300	163	0	27	36	5368
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__anginosus	488	21	8	0	17	0	0	0	0	24	0	0	0	0	7	0	0	0	50	89	0	0	0	11	0	81	12	0	0	0	0	0	7	369	0	8	0	160	0	0	0	0	0	0	0	0	0	0	0	0	185
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__sobrinus	0	0	0	0	161	0	0	0	0	36	0	40	0	0	0	0	0	39	0	18	0	0	0	0	0	205	5	0	39	0	0	0	0	0	0	86	0	0	24	0	0	0	0	0	0	2	57	0	5	0	43
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__;__	68	0	6	0	0	0	0	0	0	6	0	0	7	0	17	0	0	31	0	0	12	0	5	34	5	0	0	8	13	0	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	36	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	24	5	9	35	93	4	9	0	39	7	0	46	63	3	48	0	50	5	12	30	0	38	7	37	25	13	14	37	6	0	8	4	15	68	79	3	5	0	0	4	0	5	11	16	0	0	0	0	18	30	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	43	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	0	9	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	21	0	3	0	0	4	9	12	0	12	0	0	0	2	0	0	0	0	0	24	0	0	0	0	0	0	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus Arthromitus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	16	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	54	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	4	0	0	0	0	1142	0	35	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__;__	27	0	3	271	1116	10	0	2	395	0	28	17	27	0	74	23	13	0	35	225	303	0	8	0	0	30	6	56	0	51	0	0	24	25	4	5	10	32	0	0	0	0	0	52	0	0	0	0	0	16	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	6	16	3	122	306	0	6	27	397	160	27	81	23	34	25	16	7	15	187	62	56	29	27	27	32	169	26	4	0	35	0	18	19	126	46	0	12	19	12	15	0	7	0	44	0	25	0	8	0	49	106
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	0	2	0	0	0	0	0	0	0	0	0	0	26	0	0	4	0	0	0	0	0	0	4	0	23	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	16	0	0	0	0	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__	0	0	0	0	7	0	0	0	0	0	0	0	4	0	5	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__	79	0	0	0	45	17	25	0	9	18	4	8	0	0	37	0	0	0	21	5	36	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	124	41
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__	0	0	4	0	0	0	0	0	0	0	0	17	0	2	0	0	0	4	0	7	0	0	0	0	13	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	6	4	0	0	0	11	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	23	0	0	0	0	9	0	0	4	0	0	0	12	0	0	0	9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella;s__ignava	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__	0	0	0	0	0	0	0	19	0	0	0	13	0	0	0	0	0	3	0	0	0	0	0	0	29	0	0	0	0	0	0	0	13	26	0	0	0	0	0	0	0	0	0	0	0	0	22	3	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__	6	0	9	4	770	13	14	0	3	88	51	137	28	94	48	27	3	0	18	177	81	11	0	9	0	47	44	18	0	101	0	58	14	0	0	162	0	2	8	0	0	0	154	33	0	0	5	0	0	0	59
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__	4	27	0	43	1297	0	0	0	0	16	57	147	98	26	107	27	21	5	150	289	73	0	0	11	0	50	14	0	0	23	0	0	10	493	0	24	0	28	16	0	0	0	0	52	0	0	9	0	0	32	31
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__faecis	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	0	0	3	0	45	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia;s__	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	18	8	0	0	0	0	0	729	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus;s__	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	84	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4;s__	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__	4	0	0	2	32	5	0	18	8	10	6	11	5	0	5	0	0	7	0	14	11	54	0	36	20	0	6	2	0	0	22	8	21	9	0	16	0	0	0	10	0	5	0	0	5	0	0	0	0	7	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor;s__	185	0	0	0	0	4	37	0	0	16	16	0	0	4	16	0	0	0	0	131	49	0	21	62	0	0	0	74	9	0	0	0	0	0	0	54	0	274	0	0	0	0	0	0	0	0	9	0	0	68	90
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	282	0	0	0	0	44	9	0	8	0	5	25	7	0	32	0	0	0	5	72	7	0	0	59	0	0	3	15	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	6	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__;__	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__	0	0	0	0	0	0	0	41	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	22	0	0	2	0	0	0	0	0	12	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii	3	28	3	4	0	0	7	24	0	5	0	0	0	0	12	6	0	0	23	32	16	22	35	37	219	0	0	0	8	22	51	16	12	166	17	54	0	0	8	6	18	12	12	59	13	40	39	22	32	48	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	3	0	0	0	0	0	9	0	0	5	0	0	0	0	0	22	4	0	0	0	0	0	0	5	0	0	8	0	0	0	20	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	5	6	0	32	0	4	30	0	10	0	11	7	54	0	0	73	0	0	0	0	4	0	10	7	0	7	7	27	9	10	30	6	13
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__bromii	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__callidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	7	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__	258	5	8	0	40	19	13	0	3	17	0	27	26	6	13	3	0	0	31	144	0	0	5	0	0	0	106	4	6	0	0	0	10	3605	0	22	13	24	0	13	0	0	0	0	7	0	27	0	0	4	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera;s__	7	0	54	14	58	22	12	0	0	16	75	106	48	18	9	43	0	5	17	75	9	0	0	0	0	77	138	0	0	22	0	39	0	590	0	39	59	92	47	0	0	0	0	0	0	0	9	0	0	0	157
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Schwartzia;s__	57	7	0	0	7	9	0	0	0	12	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas;__	106	0	0	0	181	0	0	0	777	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas;s__	148	0	3	16	2171	49	6	0	399	20	29	22	16	0	0	0	0	0	14	44	142	13	4	0	0	14	17	4	0	0	0	0	0	0	0	6	33	6	5	0	0	0	79	0	0	0	0	0	5	29	21
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas;s__noxia	0	0	0	242	376	0	0	0	142	14	0	0	0	0	0	0	0	0	19	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	14	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__	0	0	91	0	12	3	185	9	58	156	16	0	0	19	9	0	0	1821	7	0	0	0	155	0	0	0	10	22	25	0	0	77	10	0	0	0	79	0	0	0	0	0	0	0	0	0	33	0	0	106	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar	146	446	658	11939	2315	374	289	18	1414	4591	5517	1080	2293	3240	74	2024	1848	1664	1295	2554	758	438	42	190	0	7670	1680	111	453	1201	0	1510	243	1597	250	534	4121	1223	3019	11	108	0	2674	512	104	0	169	0	0	56	2949
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__parvula	238	190	160	3738	881	207	59	0	863	3370	7209	990	106	606	183	57	10	1907	640	297	2143	39	78	65	0	336	849	43	90	156	19	0	147	0	97	169	364	568	160	6	11	0	1285	108	0	12	0	13	0	70	518
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__;s__	342	3	12	0	16	9	30	0	3	5	11	9	13	8	15	0	0	17	78	26	46	0	34	71	0	8	12	132	72	4	0	0	0	862	0	10	13	203	3	0	0	0	0	17	0	0	0	0	0	40	68
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium;s__	45	0	0	3	6	2	14	0	0	22	18	16	22	11	0	28	0	10	4	13	13	9	6	31	0	0	5	13	7	0	0	0	0	360	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	2	38
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__;s__	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus;s__	0	0	0	0	0	2	4	0	0	0	0	17	12	5	4	4	0	4	21	0	0	9	0	0	21	0	0	19	0	7	16	0	6	4	10	2	0	0	4	0	5	0	0	8	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia;s__	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	13	0	5	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas;s__	376	0	5	2	5	13	21	0	8	30	7	0	26	23	26	0	0	22	62	54	32	0	20	33	0	8	40	23	96	4	0	0	0	872	0	0	61	343	0	0	0	0	46	0	0	0	0	0	0	20	23
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus;s__	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	3	0	0	0	0	0	7	0	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;__;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	36	0	0	0	0	4	0	0	0	37	0	0	0	0	5	0	0	0	0	29	3	0	8	0	0	0	0	37	2	0	0	0	0	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__moorei	13	0	0	3	22	0	0	0	0	11	0	5	10	3	24	9	0	0	14	29	4	0	0	0	0	4	18	5	0	3	0	13	0	590	0	6	8	0	0	20	0	0	3	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Sharpea;s__	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	1043	44	107	924	3784	385	182	5	2991	245	141	104	419	921	1624	810	0	96	330	870	1119	9	0	136	0	121	385	218	714	15	3	0	603	3870	0	110	545	2801	31	218	97	0	103	21	2	19	56	3	14	335	1443
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	86	0	0	1160	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__	58	11	61	1689	4358	370	283	10	6303	1135	511	216	117	349	272	899	23	272	205	814	135	52	52	99	0	1017	46	56	0	11	0	4	2425	0	0	303	454	15	4	123	7	0	0	890	0	9	0	5	8	58	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	89	0	0	0	0	0	0	0	0	0	0	0	14	0	0
